zfID;zfName;Human_gene_name;ID;Entrez
ENSDARG00000019093;si:ch73-160i9.2;NA;NA;NA
ENSDARG00000017355;rsph9;RSPH9;ENSG00000172426;   221421
ENSDARG00000059128;uqcrh;UQCRH;ENSG00000173660;     7388
ENSDARG00000059128;uqcrh;UQCRHL;ENSG00000233954;   440567
ENSDARG00000096172;znf1113;NA;NA;NA
ENSDARG00000076163;col19a1;NA;NA;NA
ENSDARG00000102887;abhd4;ABHD4;ENSG00000100439;    63874
ENSDARG00000092847;AL845320.1;NA;NA;NA
ENSDARG00000007294;aco2;ACO2;ENSG00000100412;       50
ENSDARG00000056478;si:ch211-168b3.1;ACAP2;ENSG00000114331;    23527
ENSDARG00000105264;AL929304.1;NA;NA;NA
ENSDARG00000027285;kcnf1b;KCNF1;ENSG00000162975;     3754
ENSDARG00000058041;ndufa8;NDUFA8;ENSG00000119421;     4702
ENSDARG00000097812;si:ch73-144d13.5;NA;NA;NA
ENSDARG00000094527;BX927181.1;NA;NA;NA
ENSDARG00000044575;vars;VARS;ENSG00000204394;     7407
ENSDARG00000010279;scamp2;SCAMP2;ENSG00000140497;    10066
ENSDARG00000062379;slc35a4;NA;NA;NA
ENSDARG00000069409;gkup;NA;NA;NA
ENSDARG00000092142;BX663503.1;NA;NA;NA
ENSDARG00000052975;ubqln4;UBQLN4;ENSG00000160803;    56893
ENSDARG00000058547;si:ch73-160i9.3;NA;NA;NA
ENSDARG00000021343;wsb1;WSB1;ENSG00000109046;    26118
ENSDARG00000069866;sox1a;NA;NA;NA
ENSDARG00000056141;coq10b;COQ10B;ENSG00000115520;    80219
ENSDARG00000062302;znf652;ZNF652;ENSG00000198740;    22834
ENSDARG00000007356;fgf20a;FGF20;ENSG00000078579;    26281
ENSDARG00000114572;asb18;NA;NA;NA
ENSDARG00000096669;si:ch73-301j1.1;NA;NA;NA
ENSDARG00000062116;ctdsplb;CTDSPL;ENSG00000144677;    10217
ENSDARG00000060594;hadhab;HADHA;ENSG00000084754;     3030
ENSDARG00000054794;plcxd3;PLCXD3;ENSG00000182836;   345557
ENSDARG00000095078;CR545476.1;NA;NA;NA
ENSDARG00000005246;asb3;ASB3;ENSG00000115239;    51130
ENSDARG00000005246;asb3;GPR75-ASB3;ENSG00000270898;100302652
ENSDARG00000061354;foxred2;FOXRED2;ENSG00000100350;    80020
ENSDARG00000075140;SAT2;SAT2;ENSG00000141504;   112483
ENSDARG00000075284;kansl1l;KANSL1L;ENSG00000144445;   151050
ENSDARG00000010318;srpx;SRPX;ENSG00000101955;     8406
ENSDARG00000075747;zfyve16;NA;NA;NA
ENSDARG00000104242;dcp2;DCP2;ENSG00000172795;   167227
ENSDARG00000007630;mkrn2;MKRN2;ENSG00000075975;    23609
ENSDARG00000060877;edil3b;EDIL3;ENSG00000164176;    10085
ENSDARG00000099880;sp6;SP6;ENSG00000189120;    80320
ENSDARG00000094116;BX914211.1;NA;NA;NA
ENSDARG00000042021;mapk12a;MAPK12;ENSG00000188130;     6300
ENSDARG00000091775;CR524827.1;NA;NA;NA
ENSDARG00000062991;abi1b;ABI1;ENSG00000136754;    10006
ENSDARG00000096816;si:dkeyp-106c3.2;NA;NA;NA
ENSDARG00000075687;anapc1;ANAPC1;ENSG00000153107;    64682
ENSDARG00000073799;zgc:194210;NA;NA;NA
ENSDARG00000004196;tnfsf10l;NA;NA;NA
ENSDARG00000075501;cdnf;CDNF;ENSG00000185267;   441549
ENSDARG00000055899;lzic;LZIC;ENSG00000162441;    84328
ENSDARG00000042383;zbtb25;ZBTB25;ENSG00000089775;     7597
ENSDARG00000069379;zgc:158868;CBR3;ENSG00000159231;      874
ENSDARG00000069379;zgc:158868;DHRS2;ENSG00000100867;    10202
ENSDARG00000097740;elob;NA;NA;NA
ENSDARG00000088615;ltb4r2a;LTB4R2;ENSG00000213906;    56413
ENSDARG00000097920;tex36;NA;NA;NA
ENSDARG00000035400;btf3;BTF3;ENSG00000145741;      689
ENSDARG00000063177;manf;MANF;ENSG00000145050;     7873
ENSDARG00000051880;kcnj11;NA;NA;NA
ENSDARG00000011049;slc17a9b;SLC17A9;ENSG00000101194;    63910
ENSDARG00000023861;dnase1l1l;NA;NA;NA
ENSDARG00000001442;inppl1b;SH2D1B;ENSG00000198574;   117157
ENSDARG00000015445;lim2.4;LIM2;ENSG00000105370;     3982
ENSDARG00000095962;fhdc5;NA;NA;NA
ENSDARG00000010047;neu3.2;NEU3;ENSG00000162139;    10825
ENSDARG00000029043;nupl2;NUPL2;ENSG00000136243;    11097
ENSDARG00000073696;frmd8;FRMD8;ENSG00000126391;    83786
ENSDARG00000093776;si:ch211-272h9.6;NA;NA;NA
ENSDARG00000103400;si:ch211-161m3.1;NA;NA;NA
ENSDARG00000022817;pvalb3;OCM;ENSG00000122543;   654231
ENSDARG00000022817;pvalb3;OCM2;ENSG00000135175;     4951
ENSDARG00000034605;zgc:153169;NA;NA;NA
ENSDARG00000115817;si:dkey-46g23.2;PZP;ENSG00000126838;     5858
ENSDARG00000115817;si:dkey-46g23.2;A2ML1;ENSG00000166535;   144568
ENSDARG00000086655;mkrn2os.1;MKRN2OS;ENSG00000225526;100129480
ENSDARG00000059707;ZNF423;ZNF423;ENSG00000102935;    23090
ENSDARG00000017235;eif5a;EIF5A2;ENSG00000163577;    56648
ENSDARG00000105748;nmnat1;NMNAT1;ENSG00000173614;    64802
ENSDARG00000105512;BX908792.1;NA;NA;NA
ENSDARG00000060927;si:ch211-136a13.1;NA;NA;NA
ENSDARG00000002082;csnk2a1;NA;NA;NA
ENSDARG00000087857;si:ch211-180a12.2;NA;NA;NA
ENSDARG00000073728;gal3st3;GAL3ST3;ENSG00000175229;    89792
ENSDARG00000061841;tiparp;TIPARP;ENSG00000163659;    25976
ENSDARG00000074758;csde1;CSDE1;ENSG00000009307;     7812
ENSDARG00000071336;mif;MIF;ENSG00000240972;     4282
ENSDARG00000075380;kri1;KRI1;ENSG00000129347;    65095
ENSDARG00000058765;or128-2;NA;NA;NA
ENSDARG00000105469;CU695207.2;NA;NA;NA
ENSDARG00000087190;si:ch73-105b23.6;MUC4;ENSG00000145113;     4585
ENSDARG00000020853;galr2a;GALR2;ENSG00000182687;     8811
ENSDARG00000031116;dnal4a;DNAL4;ENSG00000100246;    10126
ENSDARG00000098621;CR759843.1;NA;NA;NA
ENSDARG00000105417;CU695207.1;NA;NA;NA
ENSDARG00000016074;cryz;CRYZ;ENSG00000116791;     1429
ENSDARG00000042114;bin1a;BIN1;ENSG00000136717;      274
ENSDARG00000075639;si:ch211-89o9.6;KRBOX1;ENSG00000240747;100506243
ENSDARG00000075639;si:ch211-89o9.6;AC092042.3;ENSG00000273291;NA
ENSDARG00000112207;pimr147;NA;NA;NA
ENSDARG00000093008;adgrf3b;ADGRF5;ENSG00000069122;   221395
ENSDARG00000055893;nmnat1-rbp7a;FABP9;ENSG00000205186;   646480
ENSDARG00000055893;nmnat1-rbp7a;FABP4;ENSG00000170323;     2167
ENSDARG00000055893;nmnat1-rbp7a;RBP5;ENSG00000139194;    83758
ENSDARG00000055893;nmnat1-rbp7a;FABP5;ENSG00000164687;     2171
ENSDARG00000055893;nmnat1-rbp7a;PMP2;ENSG00000147588;     5375
ENSDARG00000055893;nmnat1-rbp7a;FABP12;ENSG00000197416;   646486
ENSDARG00000035181;slc25a46;SLC25A46;ENSG00000164209;    91137
ENSDARG00000102872;FP236157.2;NA;NA;NA
ENSDARG00000002768;pvalb2;OCM;ENSG00000122543;   654231
ENSDARG00000002768;pvalb2;OCM2;ENSG00000135175;     4951
ENSDARG00000108953;si:ch211-283g2.2;FCER2;ENSG00000104921;     2208
ENSDARG00000108953;si:ch211-283g2.2;CD209;ENSG00000090659;    30835
ENSDARG00000108953;si:ch211-283g2.2;CLEC4G;ENSG00000182566;   339390
ENSDARG00000108953;si:ch211-283g2.2;CLEC6A;ENSG00000205846;    93978
ENSDARG00000108953;si:ch211-283g2.2;ASGR2;ENSG00000161944;      433
ENSDARG00000108953;si:ch211-283g2.2;CLEC4M;ENSG00000104938;    10332
ENSDARG00000108953;si:ch211-283g2.2;CD207;ENSG00000116031;    50489
ENSDARG00000108953;si:ch211-283g2.2;CLEC4D;ENSG00000166527;   338339
ENSDARG00000108953;si:ch211-283g2.2;CLEC10A;ENSG00000132514;    10462
ENSDARG00000108953;si:ch211-283g2.2;CLEC4A;ENSG00000111729;    50856
ENSDARG00000108953;si:ch211-283g2.2;ASGR1;ENSG00000141505;      432
ENSDARG00000108953;si:ch211-283g2.2;CLEC4C;ENSG00000198178;   170482
ENSDARG00000074763;mrap2a;MRAP2;ENSG00000135324;   112609
ENSDARG00000092589;pimr150;NA;NA;NA
ENSDARG00000039255;klhl21;KLHL21;ENSG00000162413;     9903
ENSDARG00000078055;acd;ACD;ENSG00000102977;    65057
ENSDARG00000055331;aldh9a1a.2;ALDH9A1;ENSG00000143149;      223
ENSDARG00000071407;AL935279.1;NA;NA;NA
ENSDARG00000014527;pdk3a;PDK3;ENSG00000067992;     5165
ENSDARG00000070061;gfer;GFER;ENSG00000127554;     2671
ENSDARG00000021669;sec61a1;SEC61A1;ENSG00000058262;    29927
ENSDARG00000075884;shprh;SHPRH;ENSG00000146414;   257218
ENSDARG00000097577;BX294100.2;NA;NA;NA
ENSDARG00000036728;si:dkey-211g8.1;NA;NA;NA
ENSDARG00000028027;trim63a;NA;NA;NA
ENSDARG00000097471;BX004999.2;NA;NA;NA
ENSDARG00000091906;rbp7a;FABP9;ENSG00000205186;   646480
ENSDARG00000091906;rbp7a;FABP4;ENSG00000170323;     2167
ENSDARG00000091906;rbp7a;RBP5;ENSG00000139194;    83758
ENSDARG00000091906;rbp7a;FABP5;ENSG00000164687;     2171
ENSDARG00000091906;rbp7a;PMP2;ENSG00000147588;     5375
ENSDARG00000091906;rbp7a;FABP12;ENSG00000197416;   646486
ENSDARG00000037589;gid8b;GID8;ENSG00000101193;    54994
ENSDARG00000016505;apbb1ip;APBB1IP;ENSG00000077420;    54518
ENSDARG00000095533;si:ch211-198c19.3;NA;NA;NA
ENSDARG00000023040;zbtb1;ZBTB1;ENSG00000126804;    22890
ENSDARG00000052188;znf541;ZNF541;ENSG00000118156;    84215
ENSDARG00000033367;rrm2b;RRM2B;ENSG00000048392;    50484
ENSDARG00000095732;znf423;ZNF423;ENSG00000102935;    23090
ENSDARG00000062511;golga3;GOLGA3;ENSG00000090615;     2802
ENSDARG00000094145;pimr143;NA;NA;NA
ENSDARG00000021466;ireb2;IREB2;ENSG00000136381;     3658
ENSDARG00000037980;elob;ELOB;ENSG00000103363;     6923
ENSDARG00000096518;CT033796.1;NA;NA;NA
ENSDARG00000061140;colec12;COLEC12;ENSG00000158270;    81035
ENSDARG00000008029;mep1a.2;NA;NA;NA
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS42;ENSG00000178055;   339906
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS33;ENSG00000103355;   260429
ENSDARG00000096975;si:dkeyp-93a5.3;TMPRSS12;ENSG00000186452;   283471
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS57;ENSG00000185198;   400668
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS27;ENSG00000172382;    83886
ENSDARG00000096975;si:dkeyp-93a5.3;KLK15;ENSG00000174562;    55554
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS50;ENSG00000206549;NA
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS50;ENSG00000283706;    29122
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS48;ENSG00000189099;   345062
ENSDARG00000096975;si:dkeyp-93a5.3;AC011473.4;ENSG00000269741;NA
ENSDARG00000096975;si:dkeyp-93a5.3;KLK9;ENSG00000213022;   284366
ENSDARG00000096975;si:dkeyp-93a5.3;PRSS37;ENSG00000165076;   136242
ENSDARG00000096760;si:rp71-1c10.8;NA;NA;NA
ENSDARG00000026476;tia1l;TIA1;ENSG00000116001;     7072
ENSDARG00000097389;BX530407.4;NA;NA;NA
ENSDARG00000005789;enpp1;ENPP1;ENSG00000197594;     5167
ENSDARG00000053668;stag2b;STAG2;ENSG00000101972;    10735
ENSDARG00000076419;si:dkeyp-117b11.2;NA;NA;NA
ENSDARG00000116394;BX548044.8;NA;NA;NA
ENSDARG00000086245;si:dkeyp-121d2.7;NA;NA;NA
ENSDARG00000101060;gcna;GCNA;ENSG00000147174;    93953
ENSDARG00000076238;gramd1c;GRAMD1C;ENSG00000178075;    54762
ENSDARG00000088743;zgc:174193;HTRA2;ENSG00000115317;    27429
ENSDARG00000014871;syngr3a;SYNGR3;ENSG00000127561;     9143
ENSDARG00000057987;uba3;UBA3;ENSG00000144744;     9039
ENSDARG00000098818;si:dkey-58i8.5;NA;NA;NA
ENSDARG00000095776;hccsa.2;HCCS;ENSG00000004961;     3052
ENSDARG00000073665;rasa1b;RASA1;ENSG00000145715;     5921
ENSDARG00000100653;si:dkeyp-82b4.6;ZNF668;ENSG00000167394;    79759
ENSDARG00000100653;si:dkeyp-82b4.6;ZNF579;ENSG00000218891;   163033
ENSDARG00000100653;si:dkeyp-82b4.6;ZNF358;ENSG00000198816;   140467
ENSDARG00000087645;znf1064;NA;NA;NA
ENSDARG00000009499;syne1a;SYNE1;ENSG00000131018;    23345
ENSDARG00000006588;zgc:111983;NA;NA;NA
ENSDARG00000043646;slc6a8;SLC6A8;ENSG00000130821;     6535
ENSDARG00000055520;ftr61;RFPL2;ENSG00000128253;    10739
ENSDARG00000055520;ftr61;RFPL3;ENSG00000128276;    10738
ENSDARG00000055520;ftr61;RFPL1;ENSG00000128250;     5988
ENSDARG00000055520;ftr61;RFPL4A;ENSG00000223638;   342931
ENSDARG00000055520;ftr61;RFPL4AL1;ENSG00000229292;   729974
ENSDARG00000055520;ftr61;AL365214.3;ENSG00000281613;NA
ENSDARG00000055520;ftr61;RFPL4B;ENSG00000251258;   442247
ENSDARG00000027915;zc2hc1a;ZC2HC1A;ENSG00000104427;    51101
ENSDARG00000060101;trappc12;TRAPPC12;ENSG00000171853;    51112
ENSDARG00000042905;rpl10a;RPL10A;ENSG00000198755;     4736
ENSDARG00000101760;znf1016;NA;NA;NA
ENSDARG00000078611;lrriq3;LRRIQ3;ENSG00000162620;   127255
ENSDARG00000055679;mto1;MTO1;ENSG00000135297;    25821
ENSDARG00000115302;pimr146;NA;NA;NA
ENSDARG00000005814;klhl10a;KLHL10;ENSG00000161594;   317719
ENSDARG00000077198;chst12b;CHST12;ENSG00000136213;    55501
ENSDARG00000031768;roraa;RORA;ENSG00000069667;     6095
ENSDARG00000055232;fancc;FANCC;ENSG00000158169;     2176
ENSDARG00000014854;reep1;REEP1;ENSG00000068615;    65055
ENSDARG00000070623;med10;MED10;ENSG00000133398;    84246
ENSDARG00000092826;BX248511.1;NA;NA;NA
ENSDARG00000042139;fpgt;FPGT;ENSG00000254685;     8790
ENSDARG00000008880;usp28;USP28;ENSG00000048028;    57646
ENSDARG00000057276;iqca1;IQCA1;ENSG00000132321;    79781
ENSDARG00000010276;ptgs2b;PTGS2;ENSG00000073756;     5743
ENSDARG00000098496;tradv25.0.1;NA;NA;NA
ENSDARG00000094713;BX548044.6;NA;NA;NA
ENSDARG00000055226;slc7a7;SLC7A7;ENSG00000155465;     9056
ENSDARG00000014803;cryba1l2;CRYGD;ENSG00000118231;     1421
ENSDARG00000014803;cryba1l2;CRYGB;ENSG00000182187;     1419
ENSDARG00000014803;cryba1l2;CRYGC;ENSG00000163254;     1420
ENSDARG00000014803;cryba1l2;CRYGA;ENSG00000168582;     1418
ENSDARG00000093547;si:dkey-111e8.4;NA;NA;NA
ENSDARG00000038222;tyw3;TYW3;ENSG00000162623;   127253
ENSDARG00000094449;BX511231.1;NA;NA;NA
ENSDARG00000097217;si:dkey-229e3.2;NA;NA;NA
ENSDARG00000103980;ets2;NA;NA;NA
ENSDARG00000087229;exoc7;EXOC7;ENSG00000182473;    23265
ENSDARG00000034717;def6c;NA;NA;NA
ENSDARG00000039346;ndufa5;NDUFA5;ENSG00000128609;     4698
ENSDARG00000093428;CT027825.1;NA;NA;NA
ENSDARG00000068819;BX548044.2;NA;NA;NA
ENSDARG00000100777;si:ch211-238e22.7;NA;NA;NA
ENSDARG00000094821;si:ch73-44m9.2;NA;NA;NA
ENSDARG00000060849;dlgap4a;DLGAP4;ENSG00000080845;    22839
ENSDARG00000054829;pik3c3;PIK3C3;ENSG00000078142;     5289
ENSDARG00000062924;si:ch211-243o19.4;BBOF1;ENSG00000119636;    80127
ENSDARG00000001889;tuba1a;TUBA1B;ENSG00000123416;    10376
ENSDARG00000061749;htr3b;HTR3B;ENSG00000149305;     9177
ENSDARG00000070826;bpgm;BPGM;ENSG00000172331;      669
ENSDARG00000076828;zgc:194101;NA;NA;NA
ENSDARG00000094685;si:dkey-267j14.7;NA;NA;NA
ENSDARG00000097415;lrrc53;NA;NA;NA
ENSDARG00000010300;traf3ip1;TRAF3IP1;ENSG00000204104;    26146
ENSDARG00000100637;tradv26.0;NA;NA;NA
ENSDARG00000016818;abcg2d;NA;NA;NA
ENSDARG00000092625;zgc:174193;HTRA2;ENSG00000115317;    27429
ENSDARG00000052695;nr2f1a;NR2F1;ENSG00000175745;     7025
ENSDARG00000100345;tradv24.0.3;NA;NA;NA
ENSDARG00000093091;iqsec3b;NA;NA;NA
ENSDARG00000019752;rom1a;ROM1;ENSG00000149489;     6094
ENSDARG00000017316;bag5;BAG5;ENSG00000166170;     9529
ENSDARG00000040640;si:ch73-44m9.3;NA;NA;NA
ENSDARG00000079307;si:dkey-205h13.1;TMEM269;ENSG00000274386;100129924
ENSDARG00000077054;gask1b;GASK1B;ENSG00000164125;    51313
ENSDARG00000099038;kcng1;KCNG1;ENSG00000026559;     3755
ENSDARG00000078599;micu3a;MICU3;ENSG00000155970;   286097
ENSDARG00000045367;tuba1b;TUBA1C;ENSG00000167553;    84790
ENSDARG00000053113;ly75;LY75-CD302;ENSG00000248672;100526664
ENSDARG00000053113;ly75;LY75;ENSG00000054219;     4065
ENSDARG00000077115;si:ch73-44m9.1;NA;NA;NA
ENSDARG00000043077;nisch;NISCH;ENSG00000010322;    11188
ENSDARG00000076170;pcsk1nl;NA;NA;NA
ENSDARG00000109890;pimr145;NA;NA;NA
ENSDARG00000006202;erbb3a;ERBB3;ENSG00000065361;     2065
ENSDARG00000061634;aifm4;NA;NA;NA
ENSDARG00000041402;zc3h14;ZC3H14;ENSG00000100722;    79882
ENSDARG00000099027;tradv25.0.2;NA;NA;NA
ENSDARG00000097052;FP236594.1;NA;NA;NA
ENSDARG00000026489;khsrp;KHSRP;ENSG00000088247;     8570
ENSDARG00000011652;ftr52p;RFPL2;ENSG00000128253;    10739
ENSDARG00000011652;ftr52p;RFPL3;ENSG00000128276;    10738
ENSDARG00000011652;ftr52p;RFPL1;ENSG00000128250;     5988
ENSDARG00000011652;ftr52p;RFPL4A;ENSG00000223638;   342931
ENSDARG00000011652;ftr52p;RFPL4AL1;ENSG00000229292;   729974
ENSDARG00000011652;ftr52p;AL365214.3;ENSG00000281613;NA
ENSDARG00000011652;ftr52p;RFPL4B;ENSG00000251258;   442247
ENSDARG00000008884;hprt1;HPRT1;ENSG00000165704;     3251
ENSDARG00000078966;rbm15b;RBM15B;ENSG00000259956;    29890
ENSDARG00000035963;ccdc96;NA;NA;NA
ENSDARG00000093041;si:ch211-234c11.2;NA;NA;NA
ENSDARG00000099831;BX005396.2;NA;NA;NA
ENSDARG00000069946;itga6b;ITGA6;ENSG00000091409;     3655
ENSDARG00000089388;ftr35;RFPL2;ENSG00000128253;    10739
ENSDARG00000089388;ftr35;RFPL3;ENSG00000128276;    10738
ENSDARG00000089388;ftr35;RFPL1;ENSG00000128250;     5988
ENSDARG00000089388;ftr35;RFPL4A;ENSG00000223638;   342931
ENSDARG00000089388;ftr35;RFPL4AL1;ENSG00000229292;   729974
ENSDARG00000089388;ftr35;AL365214.3;ENSG00000281613;NA
ENSDARG00000089388;ftr35;RFPL4B;ENSG00000251258;   442247
ENSDARG00000094260;CR388077.1;NA;NA;NA
ENSDARG00000075886;vwa5b2;VWA5B2;ENSG00000145198;    90113
ENSDARG00000001734;fkbp8;FKBP8;ENSG00000105701;    23770
ENSDARG00000068945;BX897692.1;NA;NA;NA
ENSDARG00000063161;ppwd1;PPWD1;ENSG00000113593;    23398
ENSDARG00000042296;dlx5a;DLX5;ENSG00000105880;     1749
ENSDARG00000010146;cpa2;CPA2;ENSG00000158516;     1358
ENSDARG00000093522;BX548044.5;NA;NA;NA
ENSDARG00000103507;n4bp2l2;N4BP2L2;ENSG00000244754;    10443
ENSDARG00000096917;si:ch211-227m13.1;NA;NA;NA
ENSDARG00000074308;lrrc75ba;NA;NA;NA
ENSDARG00000070100;si:ch211-168d1.3;RIN1;ENSG00000174791;     9610
ENSDARG00000079631;si:ch211-113e8.10;ZFP91-CNTF;ENSG00000255073;NA
ENSDARG00000079631;si:ch211-113e8.10;ZFP91;ENSG00000186660;    80829
ENSDARG00000092300;CT574549.1;NA;NA;NA
ENSDARG00000058179;ackr3b;ACKR3;ENSG00000144476;    57007
ENSDARG00000095087;CU928069.1;NA;NA;NA
ENSDARG00000070589;mrpl35;MRPL35;ENSG00000132313;    51318
ENSDARG00000041858;ren;REN;ENSG00000143839;     5972
ENSDARG00000008816;glud1a;GLUD2;ENSG00000182890;     2747
ENSDARG00000008816;glud1a;GLUD1;ENSG00000148672;     2746
ENSDARG00000054748;cuedc1b;CUEDC1;ENSG00000180891;   404093
ENSDARG00000029457;cacna1sa;CACNA1S;ENSG00000081248;      779
ENSDARG00000068800;BX548044.1;NA;NA;NA
ENSDARG00000099408;BX640537.1;NA;NA;NA
ENSDARG00000058327;neu3.3;NEU3;ENSG00000162139;    10825
ENSDARG00000091628;cspp1b;CSPP1;ENSG00000104218;    79848
ENSDARG00000054950;eef2kmt;EEF2KMT;ENSG00000118894;   196483
ENSDARG00000054950;eef2kmt;FAM86B1;ENSG00000186523;    85002
ENSDARG00000054950;eef2kmt;FAM86B2;ENSG00000145002;   653333
ENSDARG00000054950;eef2kmt;FAM86C1;ENSG00000158483;    55199
ENSDARG00000061052;nipblb;NIPBL;ENSG00000164190;    25836
ENSDARG00000004396;b3gnt5b;B3GNT5;ENSG00000176597;    84002
ENSDARG00000041998;zgc:113337;TIGIT;ENSG00000181847;   201633
ENSDARG00000041998;zgc:113337;SMAGP;ENSG00000170545;    57228
ENSDARG00000041998;zgc:113337;NCR3;ENSG00000204475;   259197
ENSDARG00000041998;zgc:113337;PVR;ENSG00000073008;     5817
ENSDARG00000041998;zgc:113337;NECTIN2;ENSG00000130202;     5819
ENSDARG00000077572;si:ch211-193k19.2;NA;NA;NA
ENSDARG00000101648;CU929240.1;NA;NA;NA
ENSDARG00000095054;pimr148;NA;NA;NA
ENSDARG00000042291;dlx6a;DLX6;ENSG00000006377;     1750
ENSDARG00000093960;si:dkey-111e8.5;NA;NA;NA
ENSDARG00000099206;CR855379.1;NA;NA;NA
ENSDARG00000092167;si:ch211-272h9.5;NA;NA;NA
ENSDARG00000098897;pds5b;PDS5B;ENSG00000083642;    23047
ENSDARG00000052375;zgc:66455;NA;NA;NA
ENSDARG00000098865;BX548044.7;NA;NA;NA
ENSDARG00000024846;cops8;NA;NA;NA
ENSDARG00000096610;CU929161.1;NA;NA;NA
ENSDARG00000041951;selenoo1;SELENOO;ENSG00000073169;    83642
ENSDARG00000075217;tdrd12;NA;NA;NA
ENSDARG00000079654;st3gal1;ST3GAL1;ENSG00000008513;     6482
ENSDARG00000027710;btbd16;BTBD16;ENSG00000138152;   118663
ENSDARG00000027710;btbd16;C10orf120;ENSG00000183559;   399814
ENSDARG00000105730;or128-1;NA;NA;NA
ENSDARG00000070423;zgc:153157;NA;NA;NA
ENSDARG00000038686;si:ch211-134m17.9;SHLD2;ENSG00000122376;    54537
ENSDARG00000076889;ralgapa1;RALGAPA1;ENSG00000174373;   253959
ENSDARG00000058452;abhd17c;ABHD17C;ENSG00000136379;    58489
ENSDARG00000109962;pimr167;NA;NA;NA
ENSDARG00000095933;CU856621.1;NA;NA;NA
ENSDARG00000100388;abhd5b;NA;NA;NA
ENSDARG00000100742;reep5;REEP5;ENSG00000129625;     7905
ENSDARG00000091929;AL954822.4;NA;NA;NA
ENSDARG00000071082;p4ha1b;P4HA1;ENSG00000122884;     5033
ENSDARG00000031817;trim2a;TRIM2;ENSG00000109654;    23321
ENSDARG00000075345;si:ch211-76l23.7;C16orf89;ENSG00000153446;   146556
ENSDARG00000042004;nfya;NFYA;ENSG00000001167;     4800
ENSDARG00000088736;si:ch211-250n8.1;NA;NA;NA
ENSDARG00000063370;sgk2a;SGK2;ENSG00000101049;    10110
ENSDARG00000093537;BX539321.1;NA;NA;NA
ENSDARG00000093615;si:ch211-234c11.3;NA;NA;NA
ENSDARG00000062374;leng9;LENG9;ENSG00000275183;    94059
ENSDARG00000002165;psme1;PSME1;ENSG00000092010;     5720
ENSDARG00000038553;BX890608.1;NA;NA;NA
ENSDARG00000094857;dio2;DIO2;ENSG00000211448;     1734
ENSDARG00000061895;usp32;USP6;ENSG00000129204;     9098
ENSDARG00000061895;usp32;USP32;ENSG00000170832;    84669
ENSDARG00000038801;klhl20;KLHL20;ENSG00000076321;    27252
ENSDARG00000071493;olfm3a;OLFM3;ENSG00000118733;   118427
ENSDARG00000014623;si:ch211-212d10.1;NA;NA;NA
ENSDARG00000018296;rev1;REV1;ENSG00000135945;    51455
ENSDARG00000044044;rassf2b;RASSF2;ENSG00000101265;     9770
ENSDARG00000051798;brd1b;BRD1;ENSG00000100425;    23774
ENSDARG00000077764;faah;NA;NA;NA
ENSDARG00000090177;BX548044.3;NA;NA;NA
ENSDARG00000094443;znf1036;NA;NA;NA
ENSDARG00000103876;tradv23.0.1;NA;NA;NA
ENSDARG00000043648;pnck;NA;NA;NA
ENSDARG00000014875;abi2b;NA;NA;NA
ENSDARG00000068187;spg7;SPG7;ENSG00000197912;     6687
ENSDARG00000117202;pimr144;NA;NA;NA
ENSDARG00000021497;gpr132a;NA;NA;NA
ENSDARG00000060372;plxna2;PLXNA2;ENSG00000076356;     5362
ENSDARG00000101606;rims2a;NA;NA;NA
ENSDARG00000086685;trim63b;NA;NA;NA
ENSDARG00000068246;plcb3;PLCB3;ENSG00000149782;     5331
ENSDARG00000096266;BX510989.1;NA;NA;NA
ENSDARG00000061030;vezf1b;VEZF1;ENSG00000136451;     7716
ENSDARG00000000935;unk;UNK;ENSG00000132478;    85451
ENSDARG00000069254;chrm4a;CHRM4;ENSG00000180720;     1132
ENSDARG00000098235;actr5;ACTR5;ENSG00000101442;    79913
ENSDARG00000007678;ttyh3b;TTYH3;ENSG00000136295;    80727
ENSDARG00000095861;si:ch1073-441p17.1;NA;NA;NA
ENSDARG00000105117;sdad1;SDAD1;ENSG00000198301;    55153
ENSDARG00000053362;cilp;CILP;ENSG00000138615;     8483
ENSDARG00000093584;zgc:193505;NA;NA;NA
ENSDARG00000025319;fynb;FYN;ENSG00000010810;     2534
ENSDARG00000103772;tradv24.0.4;NA;NA;NA
ENSDARG00000069045;chtf8;CHTF8;ENSG00000168802;    54921
ENSDARG00000069045;chtf8;CHTF8;ENSG00000168802;113455421
ENSDARG00000104542;ppt2;PPT2;ENSG00000221988;     9374
ENSDARG00000104542;ppt2;PPT2-EGFL8;ENSG00000258388;NA
ENSDARG00000088789;mast1b;NA;NA;NA
ENSDARG00000096242;si:ch211-76l23.4;NA;NA;NA
ENSDARG00000044433;sned1;SNED1;ENSG00000162804;    25992
ENSDARG00000095646;CU207238.1;NA;NA;NA
ENSDARG00000062575;si:ch211-210g13.5;NA;NA;NA
ENSDARG00000073721;smarcad1b;SMARCAD1;ENSG00000163104;    56916
